label,tweet,refined_tweet
happy,pagi dapat mba supir tj selalu semangat kalau nyetir dengerin lagu macem tadi muter lagu sayang versi bahasa jepang ikut semangat liatnya jadi mikir ye sayang sekali orang tidak mau menikmati cuma perbedaan bahasa,pagi dapat mba supir tj selalu semangat nyetir dengerin lagu macem tadi muter lagu sayang versi bahasa jepang ikut semangat liatnya mikir ye sayang sekali mau menikmati perbedaan bahasa
fear,berat badanku kg minder takut bully takut yang bilang cantik langsing bukan c a n t i k juga takut dibilang gapura kecamatan janganbullyaku,berat badanku kg minder takut bully takut bilang cantik langsing bukan c a n t i k juga takut dibilang gapura kecamatan janganbullyaku
love,gimana jelasinnya wkwkwk orang pertama kalinya bikin merasa degdegan mengenal lebih terus deket terus gitu biasanya pa kelas smp kalau aku relatif sih wkwkw,gimana jelasinnya wkwkwk pertama kalinya bikin merasa degdegan mengenal deket gitu biasanya kelas smp aku relatif wkwkw
fear,sih jadinya berani keluar buat manasin air gegara diceritain siska ada something memang dasar apel kamu siska bikin takut,jadinya berani keluar manasin air gegara diceritain siska something dasar apel siska bikin takut
fear,menurutku si lingkungan tempat tinggal bully si adik memang anak preman yang bapak kakaknya hobi mabokan berantem ngeri jadi takut nyekolahin anak sekolah umum,menurutku si lingkungan tempat tinggal bully si adik anak preman bapak kakaknya hobi mabokan berantem takut nyekolahin anak sekolah umum
love,selamat ulang tahun idolakumasku sekaligus ebesku tercinta walaupun jarang ketemu tetap terselip doa untukmu semoga senantiasa diberi kesehatanrezeki kerendahan hati,selamat ulang tahun idolakumasku sekaligus ebesku tercinta walaupun jarang ketemu tetap terselip doa untukmu semoga senantiasa diberi kesehatanrezeki kerendahan hati
sadness,yuk akhirnya masuk minggu awal bulan juni terasa setengah tahun aj ternyata banyak target terealisasi skr belajar displin konsisten biar bisnis oriflame makin lancar,yuk akhirnya masuk minggu awal bulan juni terasa setengah tahun aj ternyata target terealisasi skr belajar displin konsisten biar bisnis oriflame makin lancar
sadness,berkali kali farah suka ingatkan tidak diterusin katanya makin perhatian makin sulit buat untuk lupain soal dia tapi nihya far saya coba jaman kapan ahelah ujungnya penuh risiko re suka kgn hmm pahit,berkali kali farah suka ingatkan diterusin katanya makin perhatian makin sulit lupain soal tapi nihya far coba jaman kapan ahelah ujungnya penuh risiko re suka kgn hmm pahit
happy,pengalaman kemarin hari jiwa raga sedang tak seirama rungsing awalnya curhat kawan akhirnya berkontlemplasi sendiri hasilnya ternyata allah baik sekali kasih kepercayaan mengatasi persoalan hidup sebegitu kompleksnya,pengalaman kemarin jiwa raga sedang seirama rungsing awalnya curhat kawan akhirnya berkontlemplasi sendiri hasilnya ternyata allah baik sekali kasih kepercayaan mengatasi persoalan hidup sebegitu kompleksnya
sadness,bilang kami dihadapan teman kerja tadi pagi pa apel ketegangan jadi terbahakbahak gara ngengeblengan seorang pegawai mau mimpin yelyel diajak intermezo dulu padahal malunya lho,bilang kami dihadapan teman kerja tadi pagi apel ketegangan terbahakbahak gara ngengeblengan seorang pegawai mau mimpin yelyel diajak intermezo padahal malunya lho
fear,jujur saya takut banci ngamen sih pernah kejadian soalnya banci ngebegal seram sekali kalau lahi marah marah nodong piso,jujur takut banci ngamen kejadian soalnya banci ngebegal seram sekali lahi marah marah nodong piso
happy,barusan telponan sama teman sd happy sekali mau kasih kesempatan melakukan yang saya lakuin bangetngetnget,barusan telponan teman sd happy sekali mau kasih kesempatan melakukan lakuin bangetngetnget
sadness,pasien curhat th cuci darah tetap positif keluarganya supportif juga ditinggal anak suaminya juga untum rumah sakit ada ongkos padahal cucidarahnya gratis bayangin th cuci darah mashaallah nikmat sehat,pasien curhat th cuci darah tetap positif keluarganya supportif juga ditinggal anak suaminya juga untum rumah sakit ongkos padahal cucidarahnya gratis bayangin th cuci darah mashaallah nikmat sehat
love,merasa temanbukanpacarbukan tanya dia bilang sayang deh tuh naaaah sayang sayang nya namanya maunya ketemu terus maunya diliatin terus orangorang,merasa temanbukanpacarbukan tanya bilang sayang tuh naaaah sayang sayang namanya maunya ketemu maunya diliatin orangorang
fear,tadi sekolah kucek kucek mata kan abis banyak bulu mata rontok auto panik nih takut kalau gundul sebelah nah bulu mata tuh tumbuh tidak sih,tadi sekolah kucek kucek mata abis bulu mata rontok auto panik nih takut gundul sebelah bulu mata tuh tumbuh
sadness,berkata sekarang hanya cacian teriakan kasar kemunafikanutk sekarang saya lebih memilih diam menjauh kehidupan,berkata hanya cacian teriakan kasar kemunafikanutk memilih diam menjauh kehidupan
fear,ngeri ternyata popok seklai pakai jadi pemicu utama infeksi saluran kencing jangan lengah kepraktisan popok sekali pakai jika tak perhatikan ini bahaya mendekati si kecil,ternyata popok seklai pakai pemicu utama infeksi saluran kencing jangan lengah kepraktisan popok sekali pakai jika perhatikan bahaya mendekati si kecil
happy,hari berganti sore rasa letih semakin meningkat tetap semangat,berganti sore rasa letih semakin meningkat tetap semangat
sadness,innalillahi inna ilaihi rojiun turut berduka cita atas meninggalnya ibunda tercinta sohib memendurehmen semoga almarhumah husnul khotimah amal ibadahnya diterima disisinya,innalillahi inna ilaihi rojiun turut berduka cita atas meninggalnya ibunda tercinta sohib memendurehmen semoga almarhumah husnul khotimah amal ibadahnya diterima disisinya
anger,kamu bilang sayang bila pembangunan dilanjutkan apa kamu berfikir presiden berikutnya akan membangun bilang sayang hutang menggunung jokowi dilanjutkan hingga negara bangkrut selamat jadi cebi syaratnya memang otak tidak dipakai,bilang sayang bila pembangunan dilanjutkan berfikir presiden berikutnya membangun bilang sayang hutang menggunung jokowi dilanjutkan hingga negara bangkrut selamat cebi syaratnya otak dipakai
sadness,mubalig versi menagsdh ditatarbahan ceramah sesuai menaglucu jugaceramah terkendalijika mubalig menolak menag munduriya dongkalo punya harga diri,mubalig versi menagsdh ditatarbahan ceramah sesuai menaglucu jugaceramah terkendalijika mubalig menolak menag munduriya dongkalo punya harga diri
anger,jilbaber baju natal norak anjing kalian mnyambut hotel wahai intel setan apep ahmad tardiyana urbane anjing saja pola ulah intel busuk kamu ikuti orang kemnpun taekkkk alat teror bngsat kalian pasang kamar kerjasama hotel taek,jilbaber baju natal norak anjing kalian mnyambut hotel wahai intel setan apep ahmad tardiyana urbane anjing saja pola ulah intel busuk ikuti kemnpun taekkkk alat teror bngsat kalian pasang kamar kerjasama hotel taek
happy,serius kalopun pak kalah mending kalah sama yusril sama prabowo kan mungkin kalah yahahaha,serius kalopun pak kalah mending kalah yusril prabowo mungkin kalah yahahaha
fear,semoga besok pengumuman baik allah amin lancarkanlah segalanya benarbenar deh judulnya sekarang tuh dipenuhi ketidak pastian penantian huhuhu benarbenar berbagai aspek tenang si hidup,semoga besok pengumuman baik allah amin lancarkanlah segalanya benarbenar judulnya tuh dipenuhi ketidak pastian penantian huhuhu benarbenar berbagai aspek tenang si hidup
fear,dek cuma takut perasaan akan melebihi bata kakak kelas berhenti sekalipun alasan kamu mengabari adalah bosan,dek takut perasaan melebihi bata kakak kelas berhenti sekalipun alasan mengabari bosan
sadness,memang allah maha baik bahkan banyak pelajaran halhal kecil terjadi semalam bilang sabar yang pasti jalan jangan dibawa kalut dulu memang dasar imanku cetek bukannya nenangin diri malah sibuk ngeluhin si bapak,allah maha baik bahkan pelajaran halhal kecil terjadi semalam bilang sabar pasti jalan jangan dibawa kalut dasar imanku cetek bukannya nenangin diri malah sibuk ngeluhin si bapak
sadness,jarak kerinduan hanyalah angan jarak tak jelas melihat kerupaanmu jarak tak yang benarbenar nanti,jarak kerinduan hanyalah angan jarak jelas melihat kerupaanmu jarak benarbenar nanti
sadness,duh sakit sekali orang jujur bakal bilang kalau ada perasaan sama namun tidak memaksanya membalas perasaan saya dan membiarkan mengejar orang dia suka,duh sakit sekali jujur bakal bilang perasaan namun memaksanya membalas perasaan membiarkan mengejar suka
fear,me a a girlfriend always pujuk my bf if merajuk because i dont want to lose him perasaan takut automatik datang bila sudah sayang hmm,me a a girlfriend always pujuk my bf if merajuk because i dont want to lose him perasaan takut automatik datang bila sudah sayang hmm
happy,yakin aja datang akan pergi begitupun sebaliknya ada gantinya mungkin dari nol ngajarin ya lah prose mau ya belajar,yakin aja datang begitupun sebaliknya gantinya mungkin nol ngajarin prose mau belajar
love,apapun terjadi hadapi terwujud impian hati yakinlah tuhan merestui cinta kan abadi selama dunia berputar cinta takkan pudar tiada pernah berubah abadi sepanjang masaaaaaa aahhseeeek,apapun terjadi hadapi terwujud impian hati yakinlah tuhan merestui cinta abadi selama dunia berputar cinta takkan pudar tiada berubah abadi sepanjang masaaaaaa aahhseeeek
fear,mau jalan kaki diluar kost takut kena jambret mau nenteng kamera handphone alhasil menganggur kamar sendirian laptop kue basah pemberian kamar tetangga baladaanakdaerah,mau jalan kaki diluar kost takut kena jambret mau nenteng kamera handphone alhasil menganggur kamar sendirian laptop kue basah pemberian kamar tetangga baladaanakdaerah
fear,tiap malam mirip gini selalu resah semuanya terjadi apa terjadi esok malam saya resah berita muncul tanggal kemaren,tiap malam mirip gini selalu resah semuanya terjadi terjadi esok malam resah berita muncul tanggal kemaren
sadness,lama bilang kalau dia sedih ngeliat tementemennya ngalamin masa sulit bahkan pun mau punyagrup chatting khawatir kalau yang balas malah jadi menyakiti perasaan se soft lho,lama bilang sedih ngeliat tementemennya ngalamin masa sulit bahkan pun mau punyagrup chatting khawatir balas malah menyakiti perasaan se soft lho
fear,kabar terakhir si timi tidak berani pulang tidur serambi masjid trauma diri tercampakan sang pemilik,kabar terakhir si timi berani pulang tidur serambi masjid trauma diri tercampakan sang pemilik
love,lemah sama kedaddyan mirip kamu bri kamu bikin makin sayang tahu kalau gini ceritanya menghilang lah,lemah kedaddyan mirip bri bikin makin sayang gini ceritanya menghilang
anger,namanya orangtua memang wajib kan bayarin anaknya sekolah jadi ada namanya buang duit semua sudah dilakuin sama baik benar apa gabakal sia sia usah takut gagal usah mikir buruk justru sia sia itu kalian ngejudge orglain kayak gini,namanya orangtua wajib bayarin anaknya sekolah namanya buang duit sudah dilakuin baik benar gabakal sia sia usah takut gagal usah mikir buruk justru sia sia kalian ngejudge orglain kayak gini
fear,guy mau upload twibbon univ instagram minder univnya swasta takut dipandang remeh layak buat dipajang diinstagram saltyin tidak apa apa kok,guy mau upload twibbon univ instagram minder univnya swasta takut dipandang remeh layak dipajang diinstagram saltyin
love,park woojin disayang dicintai diapresiasi diberi makanan enak diberi pelukan hangat diberi kopi panas cokelat panas terserah deh penting bahagia pokoknya intinya park woojin dibuat bahagia,park woojin disayang dicintai diapresiasi diberi makanan enak diberi pelukan hangat diberi kopi panas cokelat panas terserah penting bahagia pokoknya intinya park woojin dibuat bahagia
fear,iyaa untungnyaaa jangan mantai dulu deh kemarin sepupuku pulang bali disaranin pakai pesawat mobilny tinggal jogja abis nyebrangnya coy horor,iyaa untungnyaaa jangan mantai kemarin sepupuku pulang bali disaranin pakai pesawat mobilny tinggal jogja abis nyebrangnya coy horor
sadness,kalau nanggung kea sekarang lebih betein ketimbang pa pendek dulu yes sekarang no mungkin marah selalu dipotong tahun pernah lewat sebahu and kamu ka,nanggung kea betein ketimbang pendek yes no mungkin marah selalu dipotong tahun lewat sebahu and ka
sadness,alasan aing jarang balas chat bicara sama manusia lebih seru dibanding chat kadang jelas yang dibahas apa,alasan aing jarang balas chat bicara manusia seru dibanding chat kadang jelas dibahas
fear,sebenarnya tidak masalah kalau memperlihatkan isi medsosku from time to time catatan apapun risikonya tanggung sendiri kalau tukar username password kemungkinan pembajakan saya malas,sebenarnya masalah memperlihatkan isi medsosku from time to time catatan apapun risikonya tanggung sendiri tukar username password kemungkinan pembajakan malas
sadness,kalau tidak perduli kita memperhatikannya kalau tak mau dengar kita bicara kepadanya kalau memutuskan pergi kita bertahan mengikutinya tak perlu mencari jawabannya kamu perlu menghilangkan kalo,perduli memperhatikannya mau dengar bicara kepadanya memutuskan bertahan mengikutinya perlu mencari jawabannya perlu menghilangkan kalo
fear,ih ngeri beredar foto luna maya jadi suzzanna bikin merinding,ih beredar foto luna maya suzzanna bikin merinding
love,kalau dokter dipanggilnya dok kalau suster dipanggilnya sus nah kalau apoteker ap tek ato ker iya yah bingung pribadi sih lebih senang kamu panggil sayang it warms ma heart,dokter dipanggilnya dok suster dipanggilnya sus apoteker ap tek ato ker iya bingung pribadi senang panggil sayang it warms ma heart
fear,bagaimana jalur dilewati jalur lewat truck saya mikir gini sayang sih sama nyawa beberapa umpatan lainnya jalan kurang penerangan banyak sekali ngelawan arus jalan,bagaimana jalur dilewati jalur lewat truck mikir gini sayang nyawa beberapa umpatan lainnya jalan kurang penerangan sekali ngelawan arus jalan
anger,si gendut kalau yang suruh ogah jalan dasar kebo,si gendut suruh ogah jalan dasar kebo
fear,seram kangkl macetnya padahal tol semua yaahoror mah,seram kangkl macetnya padahal tol yaahoror
anger,jadi dulu pernah bilang gini ma kamu cuma maen sama gua kaga lah bege kalau buat main ngapain tunggu kamu bertahun rajin sekali gua and finally putus wkwkw makan tuh,bilang gini ma maen gua kaga bege main ngapain tunggu bertahun rajin sekali gua and finally putus wkwkw makan tuh
love,paling buat harihari selalu indah kamu kamu asik anugerah yang sempurna indah kehidupan ku inisahurtiketcomharike,paling harihari selalu indah asik anugerah sempurna indah kehidupan inisahurtiketcomharike
anger,kurangin intensitas berkabar jadi tak berkabar tiap hari yakali tiap hari sekali begadang buat face time telponan dikantor tidur namanya perjuangan det sih bejuang tidak sekonyol juga saatnya lah,kurangin intensitas berkabar berkabar tiap yakali tiap sekali begadang face time telponan dikantor tidur namanya perjuangan det bejuang sekonyol juga saatnya
love,yoongiii kangen sekali ampe sakit nih akunyaaa akirnya update uga makin putih yaaa pernah keluar kamar keknyaa selama summer yaaa sayang anet sama yoongiii,yoongiii kangen sekali ampe sakit nih akunyaaa akirnya update uga makin putih yaaa keluar kamar keknyaa selama summer yaaa sayang anet yoongiii
happy,berusaha ikhlas pasrah hasil serahin sama diatas allah ngatur segalanya tahu terbaik buat umatnya usaha akan menghianati hasil kok semangatindirisendiri,berusaha ikhlas pasrah hasil serahin diatas allah ngatur segalanya terbaik umatnya usaha menghianati hasil semangatindirisendiri
sadness,hm gimana liat orang against via vallen dimana pelecehan pelecehan mau verbal fisik jadi ingat pernah digituin hmm,hm gimana liat against via vallen dimana pelecehan pelecehan mau verbal fisik ingat digituin hmm
sadness,makin modern gaya hidupmu makin banyak kamu produksi sampah plastik believe it or not coba sehari kalau kamu makan berapa sedotan gelas plastik plastik makanan kamu buang harilingkunganhidupsedunia,makin modern gaya hidupmu makin produksi sampah plastik believe it or not coba sehari makan berapa sedotan gelas plastik plastik makanan buang harilingkunganhidupsedunia
fear,cerita a cerita b cerita c saya harap hubungan suami isteri halal lah huhu jangan bawa main tahu cerai ni bahaya,cerita a cerita b cerita c harap hubungan suami isteri halal huhu jangan bawa main cerai ni bahaya
love,ah panjang pokoknya tuh sayang kamu i cinta you saranghae,ah panjang pokoknya tuh sayang i cinta you saranghae
sadness,turut berdukacita atas korban gempa bumi lombok semoga tuhan senantiasa berikan terbaik prayforlombok cc,turut berdukacita atas korban gempa bumi lombok semoga tuhan senantiasa berikan terbaik prayforlombok cc
fear,baca saya jadi takut padahal pakaianku seharihari sudah syari kerudung menutup dada selalu pakai rok,baca takut padahal pakaianku seharihari sudah syari kerudung menutup dada selalu pakai rok
anger,orang tahu diri adalah kursi sebelahnya kosong dibuat naruh jakettas kebagian kursi berdiri sebelahnya dia tetap tidak mindahin barangnya,diri kursi sebelahnya kosong dibuat naruh jakettas kebagian kursi berdiri sebelahnya tetap mindahin barangnya
sadness,wah sekarang tidak tulisan ya apollo pollo berdamai masa lalu tinggal mbanya nih berdamai ah sudahlah haha,wah tulisan apollo pollo berdamai masa lalu tinggal mbanya nih berdamai ah sudahlah haha
sadness,malam saya berdoa semoga apa apa overdosis negeri segera pada dosisnya apapun sedang sedang aja yang tengah tengah aja berlebihan tidak baeek,malam berdoa semoga overdosis negeri segera dosisnya apapun sedang sedang aja tengah tengah aja berlebihan baeek
anger,ngomongnya sih ayo sama sama sampek windu atau lebih giliran sekarang chat balas telepon reject diajak ketemuan bilang sibuk pokoknya deh jutaan alasan kerbaushitnya kalau mau ngindarin bilang sih usah gitu classic sangat anjir,ngomongnya ayo sampek windu atau giliran chat balas telepon reject diajak ketemuan bilang sibuk pokoknya jutaan alasan kerbaushitnya mau ngindarin bilang usah gitu classic anjir
fear,askmf masa baru pacaran kemarin saling kabarkabaran atau mau chat nya random aja terus mau ngabarin juga kaya mikir x takut nya keganggu wajar tidak sih,askmf masa pacaran kemarin saling kabarkabaran atau mau chat random aja mau ngabarin juga kaya mikir x takut keganggu wajar
fear,hhh sekarang kepikiran sama mahasiswa suicide skripsi pressure orang takut kalau nantinya mirip gt memikirkan skripsi stress sangat ditambah pressure orang orang terdekat nanyain kapan lulu takut pa skripsi,hhh kepikiran mahasiswa suicide skripsi pressure takut nantinya mirip gt memikirkan skripsi stress ditambah pressure terdekat nanyain kapan lulu takut skripsi
fear,allah ngeri sangat tadu brusan sawa ukuran pipa pralon gt makanya tutupin sela pintu tkt badannya elastis masuk sela,allah tadu brusan sawa ukuran pipa pralon gt makanya tutupin sela pintu tkt badannya elastis masuk sela
anger,giliran lantai produksi mastiin nanyain langsung apa mereka tulis malah digangguindimintain foto yaampunnnn ma ma pusing ingin cepat selesai terus balik jogja malah gini mmbbzzzz,giliran lantai produksi mastiin nanyain langsung tulis malah digangguindimintain foto yaampunnnn ma ma pusing ingin cepat selesai balik jogja malah gini mmbbzzzz
anger,tak tahu fine kalau selalu bilang tak tahu kok jadinya tidak ngerti cari aman ah sudahlah maju kotanya bahagia warganya,fine selalu bilang jadinya ngerti cari aman ah sudahlah maju kotanya bahagia warganya
sadness,kan benar ma fisip ada pembekalan bagaimana skripsi atau minimal motivasi rohani menghadapi skripsi wkwk,benar ma fisip pembekalan bagaimana skripsi atau minimal motivasi rohani menghadapi skripsi wkwk
sadness,wah gila sih lokasinya mirip selly oal dixy persis pengkolan jalan sayang dulu ma british kaya gini kalau ada mungkin seringnya nongkrong dixy bukan di perpus,wah gila lokasinya mirip selly oal dixy persis pengkolan jalan sayang ma british kaya gini mungkin seringnya nongkrong dixy bukan perpus
happy,tanya apa sih memangnya bawah udah ikut aja ajakmu mengekormu belakang ternyata mcflurry harusnya kalau hujan gini beli anget eh malah katamu udah apa kan kamu tadi belinya hujan candaku kamu menoleh tertawa,tanya memangnya bawah udah ikut aja ajakmu mengekormu belakang ternyata mcflurry harusnya hujan gini beli anget malah katamu udah tadi belinya hujan candaku menoleh tertawa
love,seseorang berkata satu cara membuat wanita jatuh cinta membuat nya tertawa tak pernah nyatanya ia tertawa justru saya yang semakin mencintainya,seseorang berkata satu cara membuat wanita jatuh cinta membuat tertawa nyatanya ia tertawa justru semakin mencintainya
sadness,kalau disaatsaat kaya gini rasanya kepingin sekali tinggal kampung allah daerah sudah ada adat istiadat sundanya huhu monangis,disaatsaat kaya gini rasanya kepingin sekali tinggal kampung allah daerah sudah adat istiadat sundanya huhu monangis
sadness,main ludo lawan komputer sempet kalah gilani izam apa apa penting pernah menang biar jadi loser terus,main ludo lawan komputer sempet kalah gilani izam penting menang biar loser
love,oppa nihhh ada flower bucket buat qm maafin sudah bikin kamu marah ngabarin tadi akuu sayang kamuuu,oppa nihhh flower bucket qm maafin sudah bikin marah ngabarin tadi akuu sayang kamuuu
love,cowok romantis mah pokoknya cowok idaman saya berarti secara langsung sayang sekali sama aku segala perhatiannya,cowok romantis pokoknya cowok idaman berarti secara langsung sayang sekali aku segala perhatiannya
fear,dulu pernah depresi sering dihina orang terdekat suka dibully broken home minder punya hasrat sexual kelewatan nyalurin takut dosa kayaknya biasa serius tidak ada arah hidup,depresi sering dihina terdekat suka dibully broken home minder punya hasrat sexual kelewatan nyalurin takut dosa kayaknya biasa serius arah hidup
sadness,ini segenap pegawai lingkungan kementerian perhubungan sedang berduka atas musibah menimpa rumah prose pemadaman api berhasil dilakukan walaupun rekan menjadi korban,segenap pegawai lingkungan kementerian perhubungan sedang berduka atas musibah menimpa rumah prose pemadaman api berhasil dilakukan walaupun rekan menjadi korban
love,kalau pasangan sakit rewel bad moodkasi perhatian kasih sayang lebih meskipun memang kalau kondisi itu cenderung menyebalkan bikin mumetdimaklumin aja justru kondisi kaya butuh sekali cinta perhatian kesabaran lo,pasangan sakit rewel bad moodkasi perhatian kasih sayang meskipun kondisi cenderung menyebalkan bikin mumetdimaklumin aja justru kondisi kaya butuh sekali cinta perhatian kesabaran lo
fear,pertama kali nya komen ig orangorang pada debatgils sok iye sangat sih guee ngeri nyinyirin balik sama orang nih woy pegangan cuma cmiiw sama allah deng,pertama kali komen ig orangorang debatgils sok iye guee nyinyirin balik nih woy pegangan cmiiw allah deng
fear,askmf kalau presentasi kalian maaf nih kurang suka sama bicara depan umum suka awkward sih takut salah ngmg,askmf presentasi kalian maaf nih kurang suka bicara depan umum suka awkward takut salah ngmg
fear,kalau bukti kuat percobaan makar menggulingkan pemerintahan sah siapapun di prose hukum,bukti kuat percobaan makar menggulingkan pemerintahan sah siapapun prose hukum
love,sayang kamu buat ma bernafas kamu oksigen ma sayang,sayang ma bernafas oksigen ma sayang
sadness,diem tahan bicara takute melebar sampek mana mana mencoba tanya diem tetap diam eh malah ikut diam merem,diem tahan bicara takute melebar sampek mana mana mencoba tanya diem tetap diam malah ikut diam merem
love,romantis buat aing ketika melakukan apa harus dilakukan sebuah hubungan ada pasangan benerbener membutuhkan,romantis aing ketika melakukan harus dilakukan sebuah hubungan pasangan benerbener membutuhkan
sadness,jadi hmmm kalau dua orang samasama siap menjalin hubungan serius masingmasing dikecewakan pasangannya terus memutuskan mencoba bersama masingmasing belum melupakan pasangannya itu gimanayaa,hmmm dua samasama siap menjalin hubungan serius masingmasing dikecewakan pasangannya memutuskan mencoba bersama masingmasing belum melupakan pasangannya gimanayaa
happy,terimakasih tuhan kamu segala berkah engkau limpahkan hidupku cinta nyata mu senantiasa menyertaiku langkahku hari sungguh bahagia tuhan pertemukan dengan orangorang baik,terimakasih tuhan segala berkah engkau limpahkan hidupku cinta nyata mu senantiasa menyertaiku langkahku sungguh bahagia tuhan pertemukan orangorang baik
happy,pakai perasaan sekali berbicara nya benar caesar sama connor didi sama darren it not bad lah untung suka sama pda nyanyi,pakai perasaan sekali berbicara benar caesar connor didi darren it not bad untung suka pda nyanyi
love,telah jatuh sakit penyakit membuatku jatuh cinta dirimu berharap menular kamu akan jatuh cinta padaku cinta kamu d,telah jatuh sakit penyakit membuatku jatuh cinta dirimu berharap menular jatuh cinta padaku cinta d
fear,lah iya mphi serius kakak takut liat taehyung jadi psikopat kakak d siksa d suntik obat biar kabur sana suka kakak kakak punya pacar,iya mphi serius kakak takut liat taehyung psikopat kakak d siksa d suntik obat biar kabur sana suka kakak kakak punya pacar
love,bicara sama kiya dek doain mama dek bisa blablabla dek kiya bantu doa manggutmanggut senyum tulu sangat mukanya meski ngerti apa dimaksud tiap bilang doain dek pasti senyum peluk,bicara kiya dek doain mama dek bisa blablabla dek kiya bantu doa manggutmanggut senyum tulu mukanya meski ngerti dimaksud tiap bilang doain dek pasti senyum peluk
anger,awal nonton cuma orang tenang bgt menit film berjalan begitu masuk segerombolan alayers lansung bising nya ketolong,awal nonton tenang bgt menit film berjalan begitu masuk segerombolan alayers lansung bising ketolong
sadness,sedap berwisata ketinggian jakarta lihat jelas betapa berpolusinya kota jakarta indonesia,sedap berwisata ketinggian jakarta lihat jelas betapa berpolusinya kota jakarta indonesia
sadness,dibuat bundling semuanya ditawarkan weekday momentum mana hargaharga hotel singapura bertarif sangat tinggi viwihotdealsformiddleeast,dibuat bundling semuanya ditawarkan weekday momentum mana hargaharga hotel singapura bertarif tinggi viwihotdealsformiddleeast
sadness,c jalan tol sungguh sedih mengingat kejadiankejadian kehidupannya tak kuat menahan sedih dirinya mencoba mengakhiri hidupnya menatap bayi aurora tengah terlelap tersenyum tak kuasa melihat malaikat kecilnya begitu cantik mengurungkan niatnya c,c jalan tol sungguh sedih mengingat kejadiankejadian kehidupannya kuat menahan sedih dirinya mencoba mengakhiri hidupnya menatap bayi aurora tengah terlelap tersenyum kuasa melihat malaikat kecilnya begitu cantik mengurungkan niatnya c
anger,dilihat lihat akhir profil hanya diisi joke twitter ritwit keluhan insomnia kunjung habisnya wth is wrong with me,dilihat lihat akhir profil hanya diisi joke twitter ritwit keluhan insomnia kunjung habisnya wth is wrong with me
anger,tahu sih bukan grup yang digituin sesama cewek terus dibilang bahan gituan bisa terima jelas public figure bicara enaknya video bahan ci ketik nyaman wah lisa digituin saya semarah gimana bangtan,bukan grup digituin sesama cewek dibilang bahan gituan bisa terima jelas public figure bicara enaknya video bahan ci ketik nyaman wah lisa digituin semarah gimana bangtan
fear,degdegan gemeter hati tenang ngantuk ilang selera makan ilang gimana besok allah takutt sekali kalau sampek bisa lanjut harus ngapain,degdegan gemeter hati tenang ngantuk ilang selera makan ilang gimana besok allah takutt sekali sampek bisa lanjut harus ngapain
love,menyayangi mu membuat ku mengenal bahasa baru menyayangi mu membuatku mampu merangkai kata kata baru memang tak seindah puisi puisi pak sapardi cukup memberi mu makna rasa sayang melahirkan sedikit sedikit kalimat tersusun rapi sebuah kertas,menyayangi mu membuat mengenal bahasa menyayangi mu membuatku mampu merangkai kata kata seindah puisi puisi pak sapardi cukup memberi mu makna rasa sayang melahirkan sedikit sedikit kalimat tersusun rapi sebuah kertas
love,cinta ka dije hahahahahahahahaha goodnayt mimimingg baru menyelesaikan mengapprove row usulan daerah,cinta ka dije hahahahahahahahaha goodnayt mimimingg menyelesaikan mengapprove row usulan daerah
anger,kalau cukup minta maaf apa polisi jaksa kalau dibiarkan akn efek jera pelajaran lainnya,cukup minta maaf polisi jaksa dibiarkan akn efek jera pelajaran lainnya
love,cinta sesaat berkata mencintaimu membutuhkanmu makna sejatinya berkata saya membutuhkanmu saya mencintaimu,cinta sesaat berkata mencintaimu membutuhkanmu makna sejatinya berkata membutuhkanmu mencintaimu
anger,jadi kenalan nih gue entah langsung nyambung gitu sisi ada sok deket sama sok deket padahal kenal ae kaga kalau nya welcone jadi kek ilfil ngeladenin nya,kenalan nih gue entah langsung nyambung gitu sisi sok deket sok deket padahal kenal ae kaga welcone kek ilfil ngeladenin
fear,idung nyium bau bau enak lalu teman rumahnya lumayan jauh ngechat saya kalian nyium bau gas njirrr iya bau gas bukan gas beracun kan huh ko jadi parno sih,idung nyium bau bau enak lalu teman rumahnya lumayan jauh ngechat kalian nyium bau gas njirrr iya bau gas bukan gas beracun huh ko parno
anger,pernah ikut kuliah umumnya cara penyampaian informatif edukatif sih kalau liat lagi ramai hmm berkomentar sih fokes sama profesi andaaa ajaaaaah,ikut kuliah umumnya cara penyampaian informatif edukatif liat lagi ramai hmm berkomentar fokes profesi andaaa ajaaaaah
fear,sama mirip kamu btw trauma sama lakilaki ayah semenjak lulu sekolah puber suka cowok lah cowok deketin lah segala macem kira trauma ku sembuh berkalikali dikecewain lakilaki,mirip btw trauma lakilaki ayah semenjak lulu sekolah puber suka cowok cowok deketin segala macem kira trauma sembuh berkalikali dikecewain lakilaki
fear,makin seram dunia tidak seindah bayangkan waktu kecil terlalu banyak orang jahat mungkin yang terlalu naif menganggap semua orang baik,makin seram dunia seindah bayangkan waktu kecil terlalu jahat mungkin terlalu naif menganggap baik
fear,rlt guy mau nanya bingung ketrima upn vj sama un air suka jurusan kamu pn saya anak daerah takut jkt yang un air dibayar mohon sarannya,rlt guy mau nanya bingung ketrima upn vj un air suka jurusan pn anak daerah takut jkt un air dibayar mohon sarannya
